"ID";"GebruikVanGeweld";"SoortDiefstal";"RegioS";"Perioden";"TotaalGeregistreerdeDiefstallen_1";"GeregistreerdeDiefstallenRelatief_2";"GeregistreerdeDiefstallenPer1000Inw_3";"TotaalOpgehelderdeDiefstallen_4";"OpgehelderdeDiefstallenRelatief_5";"RegistratiesVanVerdachten_6"
"156066";"A048105";"CRI1122";"GM0687";"2016JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156067";"A048105";"CRI1122";"GM0687";"2017JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156068";"A048105";"CRI1122";"GM0687";"2018JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156069";"A048105";"CRI1122";"GM0687";"2019JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156070";"A048105";"CRI1122";"GM0687";"2020JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156071";"A048105";"CRI1122";"GM0687";"2021JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156072";"A048105";"CRI1122";"GM0559";"2010JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156073";"A048105";"CRI1122";"GM0559";"2011JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156074";"A048105";"CRI1122";"GM0559";"2012JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156075";"A048105";"CRI1122";"GM0559";"2013JJ00";"";"";"";"";"";""
"156076";"A048105";"CRI1122";"GM0559";"2014JJ00";"";"";"";"";"";""
"156077";"A048105";"CRI1122";"GM0559";"2015JJ00";"";"";"";"";"";""
"156078";"A048105";"CRI1122";"GM0559";"2016JJ00";"";"";"";"";"";""
"156079";"A048105";"CRI1122";"GM0559";"2017JJ00";"";"";"";"";"";""
"156080";"A048105";"CRI1122";"GM0559";"2018JJ00";"";"";"";"";"";""
"156081";"A048105";"CRI1122";"GM0559";"2019JJ00";"";"";"";"";"";""
"156082";"A048105";"CRI1122";"GM0559";"2020JJ00";"";"";"";"";"";""
"156083";"A048105";"CRI1122";"GM0559";"2021JJ00";"";"";"";"";"";""
"156084";"A048105";"CRI1122";"GM1842";"2010JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156085";"A048105";"CRI1122";"GM1842";"2011JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156086";"A048105";"CRI1122";"GM1842";"2012JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156087";"A048105";"CRI1122";"GM1842";"2013JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156088";"A048105";"CRI1122";"GM1842";"2014JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156089";"A048105";"CRI1122";"GM1842";"2015JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156090";"A048105";"CRI1122";"GM1842";"2016JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156091";"A048105";"CRI1122";"GM1842";"2017JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156092";"A048105";"CRI1122";"GM1842";"2018JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156093";"A048105";"CRI1122";"GM1842";"2019JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156094";"A048105";"CRI1122";"GM1842";"2020JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156095";"A048105";"CRI1122";"GM1842";"2021JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156096";"A048105";"CRI1122";"GM1731";"2010JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156097";"A048105";"CRI1122";"GM1731";"2011JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156098";"A048105";"CRI1122";"GM1731";"2012JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156099";"A048105";"CRI1122";"GM1731";"2013JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156100";"A048105";"CRI1122";"GM1731";"2014JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156101";"A048105";"CRI1122";"GM1731";"2015JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156102";"A048105";"CRI1122";"GM1731";"2016JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156103";"A048105";"CRI1122";"GM1731";"2017JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156104";"A048105";"CRI1122";"GM1731";"2018JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156105";"A048105";"CRI1122";"GM1731";"2019JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156106";"A048105";"CRI1122";"GM1731";"2020JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156107";"A048105";"CRI1122";"GM1731";"2021JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156108";"A048105";"CRI1122";"GM1952";"2010JJ00";"";"";"";"";"";""
"156109";"A048105";"CRI1122";"GM1952";"2011JJ00";"";"";"";"";"";""
"156110";"A048105";"CRI1122";"GM1952";"2012JJ00";"";"";"";"";"";""
"156111";"A048105";"CRI1122";"GM1952";"2013JJ00";"";"";"";"";"";""
"156112";"A048105";"CRI1122";"GM1952";"2014JJ00";"";"";"";"";"";""
"156113";"A048105";"CRI1122";"GM1952";"2015JJ00";"";"";"";"";"";""
"156114";"A048105";"CRI1122";"GM1952";"2016JJ00";"";"";"";"";"";""
"156115";"A048105";"CRI1122";"GM1952";"2017JJ00";"";"";"";"";"";""
"156116";"A048105";"CRI1122";"GM1952";"2018JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156117";"A048105";"CRI1122";"GM1952";"2019JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156118";"A048105";"CRI1122";"GM1952";"2020JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156119";"A048105";"CRI1122";"GM1952";"2021JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156120";"A048105";"CRI1122";"GM0815";"2010JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156121";"A048105";"CRI1122";"GM0815";"2011JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156122";"A048105";"CRI1122";"GM0815";"2012JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156123";"A048105";"CRI1122";"GM0815";"2013JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156124";"A048105";"CRI1122";"GM0815";"2014JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156125";"A048105";"CRI1122";"GM0815";"2015JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156126";"A048105";"CRI1122";"GM0815";"2016JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156127";"A048105";"CRI1122";"GM0815";"2017JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156128";"A048105";"CRI1122";"GM0815";"2018JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156129";"A048105";"CRI1122";"GM0815";"2019JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156130";"A048105";"CRI1122";"GM0815";"2020JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156131";"A048105";"CRI1122";"GM0815";"2021JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156132";"A048105";"CRI1122";"GM0265";"2010JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156133";"A048105";"CRI1122";"GM0265";"2011JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156134";"A048105";"CRI1122";"GM0265";"2012JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156135";"A048105";"CRI1122";"GM0265";"2013JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156136";"A048105";"CRI1122";"GM0265";"2014JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156137";"A048105";"CRI1122";"GM0265";"2015JJ00";"";"";"";"";"";""
"156138";"A048105";"CRI1122";"GM0265";"2016JJ00";"";"";"";"";"";""
"156139";"A048105";"CRI1122";"GM0265";"2017JJ00";"";"";"";"";"";""
"156140";"A048105";"CRI1122";"GM0265";"2018JJ00";"";"";"";"";"";""
"156141";"A048105";"CRI1122";"GM0265";"2019JJ00";"";"";"";"";"";""
"156142";"A048105";"CRI1122";"GM0265";"2020JJ00";"";"";"";"";"";""
"156143";"A048105";"CRI1122";"GM0265";"2021JJ00";"";"";"";"";"";""
"156144";"A048105";"CRI1122";"GM1709";"2010JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156145";"A048105";"CRI1122";"GM1709";"2011JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156146";"A048105";"CRI1122";"GM1709";"2012JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156147";"A048105";"CRI1122";"GM1709";"2013JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156148";"A048105";"CRI1122";"GM1709";"2014JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156149";"A048105";"CRI1122";"GM1709";"2015JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156150";"A048105";"CRI1122";"GM1709";"2016JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156151";"A048105";"CRI1122";"GM1709";"2017JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156152";"A048105";"CRI1122";"GM1709";"2018JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156153";"A048105";"CRI1122";"GM1709";"2019JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156154";"A048105";"CRI1122";"GM1709";"2020JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156155";"A048105";"CRI1122";"GM1709";"2021JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156156";"A048105";"CRI1122";"GM1978";"2010JJ00";"";"";"";"";"";""
"156157";"A048105";"CRI1122";"GM1978";"2011JJ00";"";"";"";"";"";""
"156158";"A048105";"CRI1122";"GM1978";"2012JJ00";"";"";"";"";"";""
"156159";"A048105";"CRI1122";"GM1978";"2013JJ00";"";"";"";"";"";""
"156160";"A048105";"CRI1122";"GM1978";"2014JJ00";"";"";"";"";"";""
"156161";"A048105";"CRI1122";"GM1978";"2015JJ00";"";"";"";"";"";""
"156162";"A048105";"CRI1122";"GM1978";"2016JJ00";"";"";"";"";"";""
"156163";"A048105";"CRI1122";"GM1978";"2017JJ00";"";"";"";"";"";""
"156164";"A048105";"CRI1122";"GM1978";"2018JJ00";"";"";"";"";"";""
"156165";"A048105";"CRI1122";"GM1978";"2019JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156166";"A048105";"CRI1122";"GM1978";"2020JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156167";"A048105";"CRI1122";"GM1978";"2021JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156168";"A048105";"CRI1122";"GM1927";"2010JJ00";"";"";"";"";"";""
"156169";"A048105";"CRI1122";"GM1927";"2011JJ00";"";"";"";"";"";""
"156170";"A048105";"CRI1122";"GM1927";"2012JJ00";"";"";"";"";"";""
"156171";"A048105";"CRI1122";"GM1927";"2013JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156172";"A048105";"CRI1122";"GM1927";"2014JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156173";"A048105";"CRI1122";"GM1927";"2015JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156174";"A048105";"CRI1122";"GM1927";"2016JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156175";"A048105";"CRI1122";"GM1927";"2017JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156176";"A048105";"CRI1122";"GM1927";"2018JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156177";"A048105";"CRI1122";"GM1927";"2019JJ00";"";"";"";"";"";""
"156178";"A048105";"CRI1122";"GM1927";"2020JJ00";"";"";"";"";"";""
"156179";"A048105";"CRI1122";"GM1927";"2021JJ00";"";"";"";"";"";""
"156180";"A048105";"CRI1122";"GM1955";"2010JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156181";"A048105";"CRI1122";"GM1955";"2011JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156182";"A048105";"CRI1122";"GM1955";"2012JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156183";"A048105";"CRI1122";"GM1955";"2013JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156184";"A048105";"CRI1122";"GM1955";"2014JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156185";"A048105";"CRI1122";"GM1955";"2015JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156186";"A048105";"CRI1122";"GM1955";"2016JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156187";"A048105";"CRI1122";"GM1955";"2017JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156188";"A048105";"CRI1122";"GM1955";"2018JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156189";"A048105";"CRI1122";"GM1955";"2019JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156190";"A048105";"CRI1122";"GM1955";"2020JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156191";"A048105";"CRI1122";"GM1955";"2021JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156192";"A048105";"CRI1122";"GM0335";"2010JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156193";"A048105";"CRI1122";"GM0335";"2011JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156194";"A048105";"CRI1122";"GM0335";"2012JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156195";"A048105";"CRI1122";"GM0335";"2013JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156196";"A048105";"CRI1122";"GM0335";"2014JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156197";"A048105";"CRI1122";"GM0335";"2015JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156198";"A048105";"CRI1122";"GM0335";"2016JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156199";"A048105";"CRI1122";"GM0335";"2017JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156200";"A048105";"CRI1122";"GM0335";"2018JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156201";"A048105";"CRI1122";"GM0335";"2019JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156202";"A048105";"CRI1122";"GM0335";"2020JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156203";"A048105";"CRI1122";"GM0335";"2021JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156204";"A048105";"CRI1122";"GM0944";"2010JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156205";"A048105";"CRI1122";"GM0944";"2011JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156206";"A048105";"CRI1122";"GM0944";"2012JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156207";"A048105";"CRI1122";"GM0944";"2013JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156208";"A048105";"CRI1122";"GM0944";"2014JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156209";"A048105";"CRI1122";"GM0944";"2015JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156210";"A048105";"CRI1122";"GM0944";"2016JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156211";"A048105";"CRI1122";"GM0944";"2017JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156212";"A048105";"CRI1122";"GM0944";"2018JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156213";"A048105";"CRI1122";"GM0944";"2019JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156214";"A048105";"CRI1122";"GM0944";"2020JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156215";"A048105";"CRI1122";"GM0944";"2021JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156216";"A048105";"CRI1122";"GM0424";"2010JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156217";"A048105";"CRI1122";"GM0424";"2011JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156218";"A048105";"CRI1122";"GM0424";"2012JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156219";"A048105";"CRI1122";"GM0424";"2013JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156220";"A048105";"CRI1122";"GM0424";"2014JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156221";"A048105";"CRI1122";"GM0424";"2015JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156222";"A048105";"CRI1122";"GM0424";"2016JJ00";"";"";"";"";"";""
"156223";"A048105";"CRI1122";"GM0424";"2017JJ00";"";"";"";"";"";""
"156224";"A048105";"CRI1122";"GM0424";"2018JJ00";"";"";"";"";"";""
"156225";"A048105";"CRI1122";"GM0424";"2019JJ00";"";"";"";"";"";""
"156226";"A048105";"CRI1122";"GM0424";"2020JJ00";"";"";"";"";"";""
"156227";"A048105";"CRI1122";"GM0424";"2021JJ00";"";"";"";"";"";""
"156228";"A048105";"CRI1122";"GM0425";"2010JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156229";"A048105";"CRI1122";"GM0425";"2011JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156230";"A048105";"CRI1122";"GM0425";"2012JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156231";"A048105";"CRI1122";"GM0425";"2013JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156232";"A048105";"CRI1122";"GM0425";"2014JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156233";"A048105";"CRI1122";"GM0425";"2015JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156234";"A048105";"CRI1122";"GM0425";"2016JJ00";"";"";"";"";"";""
"156235";"A048105";"CRI1122";"GM0425";"2017JJ00";"";"";"";"";"";""
"156236";"A048105";"CRI1122";"GM0425";"2018JJ00";"";"";"";"";"";""
"156237";"A048105";"CRI1122";"GM0425";"2019JJ00";"";"";"";"";"";""
"156238";"A048105";"CRI1122";"GM0425";"2020JJ00";"";"";"";"";"";""
"156239";"A048105";"CRI1122";"GM0425";"2021JJ00";"";"";"";"";"";""
"156240";"A048105";"CRI1122";"GM1740";"2010JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156241";"A048105";"CRI1122";"GM1740";"2011JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156242";"A048105";"CRI1122";"GM1740";"2012JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156243";"A048105";"CRI1122";"GM1740";"2013JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156244";"A048105";"CRI1122";"GM1740";"2014JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156245";"A048105";"CRI1122";"GM1740";"2015JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156246";"A048105";"CRI1122";"GM1740";"2016JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156247";"A048105";"CRI1122";"GM1740";"2017JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156248";"A048105";"CRI1122";"GM1740";"2018JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156249";"A048105";"CRI1122";"GM1740";"2019JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156250";"A048105";"CRI1122";"GM1740";"2020JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156251";"A048105";"CRI1122";"GM1740";"2021JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156252";"A048105";"CRI1122";"GM0643";"2010JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156253";"A048105";"CRI1122";"GM0643";"2011JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156254";"A048105";"CRI1122";"GM0643";"2012JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
